id,nombreCompania,telefono,correo,rn,direccion1,direccion2,direccion3,direccionEnvio1,direccionEnvio2,direccionEnvio3,infoAdicional,folderId
1025,Vic,,,,,,,,,,,CLIENTES_1786568684397_715985
1026,almir,,,,,,,,,,,CLIENTES_1786569037028_118672
1027,almir,,,,,,,,,,,CLIENTES_1786569430782_419400
1028,almir,,,,,,,,,,,CLIENTES_1786635231556_242481
1029,kbini,,,,,,,,,,,CLIENTES_1786570248916_305414
1030,kbini,,,,,,,,,,,CLIENTES_1786570268813_269847
1031,gracias c,,,,,,,,,,,CLIENTES_1786571651823_177277
1032,gracias c,,,,,,,,,,,CLIENTES_1786571717323_494581
1033,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786571721120_974452
1034,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786571761114_241120
1035,gracias c,,,,,,,,,,,CLIENTES_1786628971137_797296
1036,kbini,,,,,,,,,,,CLIENTES_1786801623416_505698
1037,gracias c,,,,,,,,,,,CLIENTES_1786629098377_481186
1038,gracias c,,,,,,,,,,,CLIENTES_1786629648820_828398
1039,gracias c,,,,,,,,,,,CLIENTES_1786629684040_391542
1040,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786629684040_349806
1041,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786629694021_375415
1042,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786630378529_300819
1043,gracias c,,,,,,,,,,,CLIENTES_1786630618302_581837
1044,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786630718490_742261
1045,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786631242389_465911
1046,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786631242391_508647
1047,gracias c,,,,,,,,,,,CLIENTES_1786633778131_276701
1048,almir,,,,,,,,,,,CLIENTES_1786635812255_597850
1049,almir,,,,,,,,,,,CLIENTES_1786635812255_985648
1050,gracias c,,,,,,,,,,,CLIENTES_1786635815075_965000
1051,almir,,,,,,,,,,,CLIENTES_1786635819224_550995
1052,Universidad Mayor de San Andres,,,,,,,,,,,CLIENTES_1786638551291_440746
1053,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786802341961_521925
1054,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786638614851_680427
1055,almir,,,,,,,,,,,CLIENTES_1786802325199_498651
1056,gracias c,,,,,,,,,,,CLIENTES_1786735553013_410663
1057,gracias c,,,,,,,,,,,CLIENTES_1786807440151_603576
1058,gracias c,,,,,,,,,,,CLIENTES_1786972267180_758729
1059,gracias c,,,,,,,,,,,CLIENTES_1786972267180_565128
1060,almir,,,,,,,,,,,CLIENTES_1787062544795_698812
1061,gracias c,,,,,,,,,,,CLIENTES_1786974085667_333074
1062,selor,,,,,,,,,,,CLIENTES_1786973104815_372983
1063,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786973669619_833892
1064,djdjdj,,,,,,,,,,,CLIENTES_1786974182811_226864
1065,zbdbdjbdj,,,,,,,,,,,CLIENTES_1786974499288_110640
1066,gracias c,,,,,,,,,,,CLIENTES_1786974308991_696783
1067,gracias c,,,,,,,,,,,CLIENTES_1786974412532_572105
1068,Gabo,,,,,,,,,,,CLIENTES_1786974857235_31076
1069,Gabo,,,,,,,,,,,CLIENTES_1786976291522_860305
1070,gracias c,,,,,,,,,,,CLIENTES_1786976302305_31961
1071,gracias c,,,,,,,,,,,CLIENTES_1786976319231_706781
1072,zbdbdjbdj,,,,,,,,,,,CLIENTES_1786976432877_921626
1073,Ivan Machicado,,,,,,,,,,,CLIENTES_1786976879804_192469
1074,Ivan Machicadi,,,,,,,,,,,CLIENTES_1786976879804_332794
1075,Ivan M,,,,,,,,,,,CLIENTES_1786976879804_415716
1076,Ivan Machicafo,,,,,,,,,,,CLIENTES_1786976879804_427723
1077,Ivan,,,,,,,,,,,CLIENTES_1786976879804_5473
1078,Ivan Machicado,,,,,,,,,,,CLIENTES_1786979180089_343394
1079,Ivan Machicadi,,,,,,,,,,,CLIENTES_1786976879804_332794
1080,Ivan M,,,,,,,,,,,CLIENTES_1786976879804_415716
1081,Ivan Machicafo,,,,,,,,,,,CLIENTES_1786976879804_427723
1082,Ivan,,,,,,,,,,,CLIENTES_1786976879804_5473
1083,gracias c,,,,,,,,,,,CLIENTES_1786979170451_114295
1084,I,,,,,,,,,,,CLIENTES_1786977522190_569767
1085,I,,,,,,,,,,,CLIENTES_1786977853738_827645
1086,zbdbdjbdj,,,,,,,,,,,CLIENTES_1786977551065_836943
1087,Universidad Mayor de San Andres,,,,,,,,,,,CLIENTES_1786977806646_965055
1088,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1787069962603_321572
1089,Victor,,,,,,,,,,,CLIENTES_1786978707717_270720
1090,Victor,,,,,,,,,,,CLIENTES_1786978845952_628930
1091,Victor,,,,,,,,,,,CLIENTES_1786979026084_767222
1092,Victor,,,,,,,,,,,CLIENTES_1786979332306_172390
1093,gracias c,,,,,,,,,,,CLIENTES_1786979453458_480116
1094,Manoela,,,,,,,,,,,CLIENTES_1786980173545_988499
1095,Victor,,,,,,,,,,,CLIENTES_1786980189822_295359
1096,zbdbdjbdj,,,,,,,,,,,CLIENTES_1786980306950_933597
1097,Victor,,,,,,,,,,,CLIENTES_1786981221381_485803
1098,Ivan Machicado,,,,,,,,,,,CLIENTES_1786980853558_108009
1099,gracias c,,,,,,,,,,,CLIENTES_1787072861935_957267
1100,tgc,,,,,,,,,,,CLIENTES_1786981487376_490939
1101,Ivan Machicado,,,,,,,,,,,CLIENTES_1786981798920_992969
1102,zbdbdjbdj,,,,,,,,,,,CLIENTES_1786981798924_574537
1103,mu,,,,,,,,,,,CLIENTES_1786983218990_541748
1104,Miguel,,,,,,,,,,,CLIENTES_1786983815578_119987
1105,HANSS,,,,,,,,,,,CLIENTES_1786983973714_596978
1106,HANSA,,,,,,,,,,,CLIENTES_1786983973715_927098
1107,HANS,,,,,,,,,,,CLIENTES_1786983973715_996947
1108,UMSA,,,,,,,,,,,CLIENTES_1786984081279_881625
1109,HANSS,,,,,,,,,,,CLIENTES_1786985391694_143814
1110,Miguel,,,,,,,,,,,CLIENTES_1786985391696_313644
1111,HANSS,,,,,,,,,,,CLIENTES_1786985481608_420734
1112,Victor,,,,,,,,,,,CLIENTES_1786985481608_884987
1113,Miguel,,,,,,,,,,,CLIENTES_1786985571620_373633
1114,HANSS,,,,,,,,,,,CLIENTES_1786986336078_428670
1115,Miguel,,,,,,,,,,,CLIENTES_1786986336081_215427
1116,HANSS,,,,,,,,,,,CLIENTES_1787059487409_442749
1117,Miguel,,,,,,,,,,,CLIENTES_1787059505624_530837
1118,Miguel,,,,,,,,,,,CLIENTES_1787059505624_825020
1119,HANSS,,,,,,,,,,,CLIENTES_1787060608105_635802
1120,HANSS,,,,,,,,,,,CLIENTES_1787060652735_519166
1121,HANSS,,,,,,,,,,,CLIENTES_1787060652736_884696
1122,HANSS,,,,,,,,,,,CLIENTES_1787060652736_292446
1123,HANSS,,,,,,,,,,,CLIENTES_1787060652736_787401
1124,Miguel,,,,,,,,,,,CLIENTES_1787060652736_392565
1125,Miguel,,,,,,,,,,,CLIENTES_1787062544794_286170
1126,Victor,,,,,,,,,,,CLIENTES_1787060652736_373354
1127,PRUEBA,,,,,,,,,,,CLIENTES_1787060676744_206442
1128,PRUEBA,,,,,,,,,,,CLIENTES_1787060676744_263937
1129,HANSS,,,,,,,,,,,CLIENTES_1787060866423_546814
1130,PRUEBA,,,,,,,,,,,CLIENTES_1787060866423_878951
1131,PRUEBA,,,,,,,,,,,CLIENTES_1787060892148_918975
1132,PRUEBA,,,,,,,,,,,CLIENTES_1787062356533_272010
1133,PRUEBA,,,,,,,,,,,CLIENTES_1787062459572_432668
1134,PRUEBA,,,,,,,,,,,CLIENTES_1787062536399_412844
1135,PRUEBA,,,,,,,,,,,CLIENTES_1787063086904_17985
1136,Miguel,,,,,,,,,,,CLIENTES_1787064470712_697540
1137,PRUEBA,,,,,,,,,,,CLIENTES_1787064582162_951276
1138,PRUEBA,,,,,,,,,,,CLIENTES_1787064582162_603113
1139,UMSA,,,,,,,,,,,CLIENTES_1787064852088_747759
1140,PRUEBA,,,,,,,,,,,CLIENTES_1787064942066_582254
1141,PRUEBA,,,,,,,,,,,CLIENTES_1787064942066_26730
1142,Miguel,,,,,,,,,,,CLIENTES_1787065032079_519429
1143,PRUEBA,,,,,,,,,,,CLIENTES_1787065215262_746491
1144,PRUEBA,,,,,,,,,,,CLIENTES_1787065265360_526435
1145,PRUEBA,,,,,,,,,,,CLIENTES_1787065265360_178336
1146,zbdbdjbdj,,,,,,,,,,,CLIENTES_1787065291371_14862
1147,zbdbdjbdj,,,,,,,,,,,CLIENTES_1787065359954_242654
1148,PRUEBA,,,,,,,,,,,CLIENTES_1787065359954_317379
1149,Miguel,,,,,,,,,,,CLIENTES_1787065381387_730362
1150,UMSA,,,,,,,,,,,CLIENTES_1787070014897_93140
1151,Miguel,,,,,,,,,,,CLIENTES_1787066101447_544345
1152,PRUEBA,,,,,,,,,,,CLIENTES_1787066431499_259612
1153,Miguel,,,,,,,,,,,CLIENTES_1787067180795_143439
1154,Miguel,,,,,,,,,,,CLIENTES_1787067312019_99978
1155,PRUEBA,,,,,,,,,,,CLIENTES_1787067419233_286545
1156,HANSS,,,,,,,,,,,CLIENTES_1787067471042_47866
1157,PRUEBA,,,,,,,,,,,CLIENTES_1787067527564_163485
1158,PRUEBA,,,,,,,,,,,CLIENTES_1787067977645_747171
1159,PRUEBA,,,,,,,,,,,CLIENTES_1787068049043_347234
1160,PRUEBA,,,,,,,,,,,CLIENTES_1787068067934_478099
1161,Amir,,,,,,,,,,,CLIENTES_1787073336894_580753
1162,VICTOR,,,,,,,,,,,CLIENTES_1787089720137_615777
1163,Vic,,,,,,,,,,,CLIENTES_1787069162470_675926
1164,PRUEBA,,,,,,,,,,,CLIENTES_1787069273762_316847
1165,Vic,,,,,,,,,,,CLIENTES_1787069188336_516173
1166,Vic,,,,,,,,,,,CLIENTES_1787069273761_129291
1167,zbzjzb,898986,,,,,,,,,,CLIENTES_1787069273762_804342
1168,um,,,,,,,,,,,CLIENTES_1787070050106_793578
1169,umsa,,,,,,,,,,,CLIENTES_1787070103627_280152
1170,PRUEBA,,,,,,,,,,,CLIENTES_1787072988332_939381
1171,umsa,,,,,,,,,,,CLIENTES_1787070108660_63216
1172,Universidad Mayor de San Andres,,,,,,,,,,,CLIENTES_1787072861935_175849
1173,UMSA,,,,,,,,,,,CLIENTES_1787070371621_590551
1174,UMSA,,,,,,,,,,,CLIENTES_1787070940623_55482
1175,Miguel,,,,,,,,,,,CLIENTES_1787071279227_910225
1176,UMSA,,,,,,,,,,,CLIENTES_1787071356399_158176
1177,UMSA,,,,,,,,,,,CLIENTES_1787072211910_224740
1178,UMSA,,,,,,,,,,,CLIENTES_1787072248693_16272
1179,UMSA,,,,,,,,,,,CLIENTES_1787072784210_609023
1180,Vic,,,,,,,,,,,CLIENTES_1787072773254_223846
1181,UMSA,,,,,,,,,,,CLIENTES_1787072874102_374463
1182,NUNU,,,,,,,,,,,CLIENTES_1787089490235_825267
1183,NUNU,,,,,,,,,,,CLIENTES_1787089563949_399553
1184,NUNU,,,,,,,,,,,CLIENTES_1787089563951_179545
1185,NUNU,,,,,,,,,,,CLIENTES_1787089592453_602902
1186,NUNU,,,,,,,,,,,CLIENTES_1787089592453_710999
1187,NUNU,,,,,,,,,,,CLIENTES_1787089490235_825267
1188,NUNU,,,,,,,,,,,CLIENTES_1787089563949_399553
1189,NUNU,,,,,,,,,,,CLIENTES_1787089563951_179545
1190,NUNU,,,,,,,,,,,CLIENTES_1787089592453_602902
1191,NUNU,,,,,,,,,,,CLIENTES_1787089592453_710999
1192,umsa,,,,,,,,,,,CLIENTES_1787146122637_346158
1193,UMSA,,,,,,,,,,,CLIENTES_1787170284041_14025
1194,Vicepresidencia del Estado Plurinacional,,,,,,,,,,,CLIENTES_1787166470567_638851
1195,Nuni,,,,,,,,,,,CLIENTES_1787166832255_689027
1196,Juan,,,,,,,,,,,CLIENTES_1787166740652_383410
1197,djdjj,,,,,,,,,,,CLIENTES_1787166728855_540001
1198,Nuni,,,,,,,,,,,CLIENTES_1787167280560_11626
1199,Nuni,,,,,,,,,,,CLIENTES_1787167280560_48463
1200,Juan,,,,,,,,,,,CLIENTES_1787167280560_358917
1201,Nuni,,,,,,,,,,,CLIENTES_1787167280560_786403
1202,Nuni,,,,,,,,,,,CLIENTES_1787170284041_766114
1203,ASXI ALL,,,,,,,,,,,CLIENTES_1787170371953_582095
1204,ASCIN,,,,,,,,,,,CLIENTES_1787170371954_228209
1205,ASCI,,,,,,,,,,,CLIENTES_1787170371954_31619
1206,ASC,,,,,,,,,,,CLIENTES_1787170371954_741098
1207,AS,,,,,,,,,,,CLIENTES_1787170371954_786493
1208,ASINAL,,,,,,,,,,,CLIENTES_1787170371954_876835
1209,ASCINA,,,,,,,,,,,CLIENTES_1787170371955_146307
1210,ASCINALS,,,,,,,,,,,CLIENTES_1787170371955_799920
